catalog_food_id,slug,name_tr,name_en,category_tr,category_en,calories_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sugar_100g,sodium_mg_100g,default_portion_label_tr,default_portion_label_en,default_portion_grams,aliases_tr,aliases_en,tags,search_text_tr,search_text_en,source_type,source_name,source_food_id,confidence,review_status,visible
143,limon,Limon,,Genel,General,28.3333,1,9,0.3333,0,0,0,1 Adet,,60,"Limon, limon",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Limon Limon, limon Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
144,visne,Vişne,,Genel,General,50,1,12,0.3,0,0,0,1 Kase,,100,"Vişne, vişne, visne",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Vişne Vişne, vişne, visne Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
145,bogurtlen,Böğürtlen,,Genel,General,43,1.4,10,0.5,0,0,0,1 Kase,,100,"Böğürtlen, böğürtlen, bogurtlen",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif","Böğürtlen Böğürtlen, böğürtlen, bogurtlen Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
146,ahududu,Ahududu,,Genel,General,52,1.2,12,0.7,0,0,0,1 Kase,,100,"Ahududu, ahududu",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif","Ahududu Ahududu, ahududu Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
147,dut_taze,Dut (Taze),,Genel,General,43,1.4,10,0.4,0,0,0,1 Kase,,100,"Dut (Taze), Dut, dut taze, dut",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Dut (Taze) Dut (Taze), Dut, dut taze, dut Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
148,mango,Mango,,Genel,General,60,0.8485,15.1515,0.3636,0,0,0,1 Adet,,165,"Mango, mango",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Mango Mango, mango Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
149,papaya,Papaya,,Genel,General,39.3333,0.6,10,0.2667,0,0,0,1 Adet,,150,"Papaya, papaya",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Papaya Papaya, papaya Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
150,kayisi_kuru,Kayısı (Kuru),,Genel,General,320,4.6667,83.3333,0.6667,0,0,0,1 Adet,,15,"Kayısı (Kuru), Kayısı, kayısı kuru, kayısı, kayisi kuru",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Kayısı (Kuru) Kayısı (Kuru), Kayısı, kayısı kuru, kayısı, kayisi kuru Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
151,kuru_uzum,Kuru Üzüm,,Genel,General,322.5,3.25,85,0.5,0,0,0,1 Kase,,40,"Kuru Üzüm, kuru üzüm, kuru uzum",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Kuru Üzüm Kuru Üzüm, kuru üzüm, kuru uzum Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
152,sogan_cig,Soğan (Çiğ),,Genel,General,40,1.1,9.3,0.1,0,0,0,1 Adet,,100,"Soğan (Çiğ), Soğan, soğan çiğ, soğan, sogan cig",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Soğan (Çiğ) Soğan (Çiğ), Soğan, soğan çiğ, soğan, sogan cig Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
153,sarimsak,Sarımsak,,Genel,General,433.3333,20,100,0,0,0,0,1 Diş,,3,"Sarımsak, sarımsak, sarimsak",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Sarımsak Sarımsak, sarımsak, sarimsak Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
154,lahana_beyaz,Lahana (Beyaz),,Genel,General,25,1.3,5.8,0.1,0,0,0,1 Kase,,100,"Lahana (Beyaz), Lahana, lahana beyaz, lahana",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif","Lahana (Beyaz) Lahana (Beyaz), Lahana, lahana beyaz, lahana Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
155,kereviz,Kereviz,,Genel,General,16,0.7,3,0.2,0,0,0,1 Adet,,100,"Kereviz, kereviz",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif","Kereviz Kereviz, kereviz Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
156,pirasa,Pırasa,,Genel,General,54,1.3,12.6,0.3,0,0,0,1 Porsiyon,,100,"Pırasa, pırasa, pirasa",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Pırasa Pırasa, pırasa, pirasa Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
157,enginar,Enginar,,Genel,General,44.1667,2.75,9.8333,0.1667,0,0,0,1 Adet,,120,"Enginar, enginar",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif","Enginar Enginar, enginar Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
158,bamya_haslanmis,Bamya (Haşlanmış),,Genel,General,33,2,7.5,0.2,0,0,0,1 Porsiyon,,100,"Bamya (Haşlanmış), Bamya, bamya haşlanmış, bamya, bamya haslanmis",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif","Bamya (Haşlanmış) Bamya (Haşlanmış), Bamya, bamya haşlanmış, bamya, bamya haslanmis Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
159,semizotu,Semizotu,,Genel,General,20,2,3.4,0.4,0,0,0,1 Kase,,100,"Semizotu, semizotu",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Semizotu Semizotu, semizotu Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
160,taze_fasulye,Taze Fasulye,,Baklagil,Legumes,31,1.8,7,0.1,0,0,0,1 Porsiyon,,100,"Taze Fasulye, taze fasulye",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif","Taze Fasulye Taze Fasulye, taze fasulye Baklagil Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
161,barbunya_haslanmis,Barbunya (Haşlanmış),,Genel,General,127,8.7,22.8,0.5,0,0,0,1 Porsiyon,,100,"Barbunya (Haşlanmış), Barbunya, barbunya haşlanmış, barbunya, barbunya haslanmis",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif, Yüksek Protein","Barbunya (Haşlanmış) Barbunya (Haşlanmış), Barbunya, barbunya haşlanmış, barbunya, barbunya haslanmis Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
162,patlican_kizartma,Patlıcan Kızartma,,Sebze,Vegetable,160,2,9,13,0,0,0,1 Porsiyon,,200,"Patlıcan Kızartma, patlıcan kızartma, patlican kizartma",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Patlıcan Kızartma Patlıcan Kızartma, patlıcan kızartma, patlican kizartma Sebze Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
163,biber_cig,Biber (Çiğ),,Sebze,Vegetable,31,1,7,0.3,0,0,0,1 Adet,,100,"Biber (Çiğ), Biber, biber çiğ, biber, biber cig",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Biber (Çiğ) Biber (Çiğ), Biber, biber çiğ, biber, biber cig Sebze Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
164,karnabahar_kizartma,Karnabahar Kızartma,,Sebze,Vegetable,120,3.3333,9.3333,8,0,0,0,1 Porsiyon,,150,"Karnabahar Kızartma, karnabahar kızartma, karnabahar kizartma",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Karnabahar Kızartma Karnabahar Kızartma, karnabahar kızartma, karnabahar kizartma Sebze Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
165,patates_kizartmasi,Patates Kızartması,,Sebze,Vegetable,243.3333,2.6667,32,11.3333,0,0,0,1 Porsiyon,,150,"Patates Kızartması, patates kızartması, patates kizartmasi",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Patates Kızartması Patates Kızartması, patates kızartması, patates kizartmasi Sebze Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
166,kaskaval_peyniri,Kaşkaval Peyniri,,Süt Ürünleri,Dairy,376.6667,23.3333,3.3333,30,0,0,0,1 Dilim,,30,"Kaşkaval Peyniri, kaşkaval peyniri, kaskaval peyniri",,"Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","Kaşkaval Peyniri Kaşkaval Peyniri, kaşkaval peyniri, kaskaval peyniri Süt Ürünleri Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
167,cokelek,Çökelek,,Genel,General,98,11,3,4.5,0,0,0,1 Kase,,100,"Çökelek, çökelek, cokelek",,"Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","Çökelek Çökelek, çökelek, cokelek Genel Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
168,kaymak,Kaymak,,Genel,General,680,8.3333,10,66.6667,0,0,0,1 Porsiyon,,30,"Kaymak, kaymak",,"Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz","Kaymak Kaymak, kaymak Genel Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
169,krem_peynir,Krem Peynir,,Süt Ürünleri,Dairy,340,6.6667,5.3333,33.3333,0,0,0,1 Porsiyon,,30,"Krem Peynir, krem peynir",,"Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz","Krem Peynir Krem Peynir, krem peynir Süt Ürünleri Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
170,mozzarella,Mozzarella,,Genel,General,283.3333,21,3.3333,21,0,0,0,1 Dilim,,30,"Mozzarella, mozzarella",,"Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","Mozzarella Mozzarella, mozzarella Genel Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
171,yarim_yagli_sut,Yarım Yağlı Süt,,Süt Ürünleri,Dairy,42.5,3.3333,5,1,0,0,0,1 Bardak,,240,"Yarım Yağlı Süt, yarım yağlı süt, yarim yagli sut",,"Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","Yarım Yağlı Süt Yarım Yağlı Süt, yarım yağlı süt, yarim yagli sut Süt Ürünleri Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
172,yogurt_yarim_yagli,Yoğurt (Yarım Yağlı),,Süt Ürünleri,Dairy,51.3333,2.8667,3.7333,2.5333,0,0,0,1 Kase,,150,"Yoğurt (Yarım Yağlı), Yoğurt, yoğurt yarım yağlı, yoğurt, yogurt yarim yagli",,"Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","Yoğurt (Yarım Yağlı) Yoğurt (Yarım Yağlı), Yoğurt, yoğurt yarım yağlı, yoğurt, yogurt yarim yagli Süt Ürünleri Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
173,cig_yumurta,Yumurta (Çiğ),,Genel,General,144,12.6,0.8,9.6,0,0,0,1 Adet,,50,"Yumurta (Çiğ), Yumurta, yumurta çiğ, yumurta, cig yumurta",,"Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Keto","Yumurta (Çiğ) Yumurta (Çiğ), Yumurta, yumurta çiğ, yumurta, cig yumurta Genel Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Keto",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
174,sahanda_yumurta,Sahanda Yumurta,,Genel,General,196,13,1,15,0,0,0,1 Porsiyon,,100,"Sahanda Yumurta, sahanda yumurta",,"Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Keto","Sahanda Yumurta Sahanda Yumurta, sahanda yumurta Genel Vejetaryen, Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Keto",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
175,sucuklu_yumurta,Sucuklu Yumurta,,Et & Tavuk,Meat & Poultry,190,10,1,16,0,0,0,1 Porsiyon,,200,"Sucuklu Yumurta, sucuklu yumurta",,"Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Keto","Sucuklu Yumurta Sucuklu Yumurta, sucuklu yumurta Et & Tavuk Glutensiz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein, Keto",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
176,et_sote,Et Sote,,Et & Tavuk,Meat & Poultry,142.5,14,3,8,0,0,0,1 Porsiyon,,200,"Et Sote, et sote",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","Et Sote Et Sote, et sote Et & Tavuk Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
177,tas_kebabi,Tas Kebabı,,Genel,General,136,10.4,4.8,8.8,0,0,0,1 Porsiyon,,250,"Tas Kebabı, tas kebabı, tas kebabi",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","Tas Kebabı Tas Kebabı, tas kebabı, tas kebabi Genel Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
178,musakka,Musakka,,Genel,General,128,5.6,8.8,8,0,0,0,1 Porsiyon,,250,"Musakka, musakka",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Musakka Musakka, musakka Genel Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
179,etli_guvec,Etli Güveç,,Genel,General,124,9.6,7.2,6.4,0,0,0,1 Porsiyon,,250,"Etli Güveç, etli güveç, etli guvec",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","Etli Güveç Etli Güveç, etli güveç, etli guvec Genel Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
180,kofte_ev_yapimi,Köfte (Ev Yapımı),,Et & Tavuk,Meat & Poultry,186.6667,14.6667,5.3333,12,0,0,0,1 Porsiyon,,150,"Köfte (Ev Yapımı), Köfte, köfte ev yapımı, köfte, kofte ev yapimi",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","Köfte (Ev Yapımı) Köfte (Ev Yapımı), Köfte, köfte ev yapımı, köfte, kofte ev yapimi Et & Tavuk Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
181,ciger_kizartma,Ciğer (Kızartma),,Genel,General,220,17.3333,6.6667,13.3333,0,0,0,1 Porsiyon,,150,"Ciğer (Kızartma), Ciğer, ciğer kızartma, ciğer, ciger kizartma",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","Ciğer (Kızartma) Ciğer (Kızartma), Ciğer, ciğer kızartma, ciğer, ciger kizartma Genel Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
182,salam,Salam,,Genel,General,506.6667,20,3.3333,46.6667,0,0,0,1 Dilim,,30,"Salam, salam",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Salam Salam, salam Genel Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
183,jambon,Jambon,,Genel,General,153.3333,18.3333,1.6667,8.3333,0,0,0,1 Dilim,,30,"Jambon, jambon",,"Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein","Jambon Jambon, jambon Genel Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
184,eriste_haslanmis,Erişte (Haşlanmış),,Genel,General,110,4,21,1,0,0,0,1 Porsiyon,,200,"Erişte (Haşlanmış), Erişte, erişte haşlanmış, erişte, eriste haslanmis",,"Vejetaryen, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Erişte (Haşlanmış) Erişte (Haşlanmış), Erişte, erişte haşlanmış, erişte, eriste haslanmis Genel Vejetaryen, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
185,sehirye_haslanmis,Şehriye (Haşlanmış),,Genel,General,104.6667,3.8667,20.6,0.6,0,0,0,1 Porsiyon,,150,"Şehriye (Haşlanmış), Şehriye, şehriye haşlanmış, şehriye, sehirye haslanmis",,"Vegan, Vejetaryen, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Şehriye (Haşlanmış) Şehriye (Haşlanmış), Şehriye, şehriye haşlanmış, şehriye, sehirye haslanmis Genel Vegan, Vejetaryen, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
186,spagetti_domates_soslu,Spagetti (Domates Soslu),,Sebze,Vegetable,112,3.6,19.2,2.4,0,0,0,1 Porsiyon,,250,"Spagetti (Domates Soslu), Spagetti, spagetti domates soslu, spagetti",,"Vegan, Vejetaryen, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz","Spagetti (Domates Soslu) Spagetti (Domates Soslu), Spagetti, spagetti domates soslu, spagetti Sebze Vegan, Vejetaryen, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
187,bulgur_koftesi,Bulgur Köftesi,,Et & Tavuk,Meat & Poultry,140,4,24,3.3333,0,0,0,1 Porsiyon,,150,"Bulgur Köftesi, bulgur köftesi, bulgur koftesi",,"Vegan, Vejetaryen, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif","Bulgur Köftesi Bulgur Köftesi, bulgur köftesi, bulgur koftesi Et & Tavuk Vegan, Vejetaryen, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
188,kirmizi_mercimek_haslanmis,Kırmızı Mercimek (Haşlanmış),,Baklagil,Legumes,116,9,20,0.4,0,0,0,1 Porsiyon,,100,"Kırmızı Mercimek (Haşlanmış), Kırmızı Mercimek, kırmızı mercimek haşlanmış, kırmızı mercimek, kirmizi mercimek haslanmis",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif, Yüksek Protein","Kırmızı Mercimek (Haşlanmış) Kırmızı Mercimek (Haşlanmış), Kırmızı Mercimek, kırmızı mercimek haşlanmış, kırmızı mercimek, kirmizi mercimek haslanmis Baklagil Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
189,yesil_mercimek_haslanmis,Yeşil Mercimek (Haşlanmış),,Baklagil,Legumes,116,9,20,0.4,0,0,0,1 Porsiyon,,100,"Yeşil Mercimek (Haşlanmış), Yeşil Mercimek, yeşil mercimek haşlanmış, yeşil mercimek, yesil mercimek haslanmis",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif, Yüksek Protein","Yeşil Mercimek (Haşlanmış) Yeşil Mercimek (Haşlanmış), Yeşil Mercimek, yeşil mercimek haşlanmış, yeşil mercimek, yesil mercimek haslanmis Baklagil Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Yüksek Lif, Yüksek Protein",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
190,barbunya_pilaki,Barbunya Pilaki,,Genel,General,110,4,16,3.5,0,0,0,1 Porsiyon,,200,"Barbunya Pilaki, barbunya pilaki",,"Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz, Yüksek Lif","Barbunya Pilaki Barbunya Pilaki, barbunya pilaki Genel Vegan, Vejetaryen, Glutensiz, Laktozsuz, Kuruyemişsiz, Deniz Ürünsüz, Akdeniz, Yüksek Lif",,LOCAL_MASTER_PENDING_VERIFICATION,foodDatabase.js MASTER_FOOD_DB,,,pending_verification,true
